doc_id,CHAR2_a_,CHAR2_e_,CHAR2_s_,CHAR2_o_,CHAR2__e,CHAR2_de,CHAR2__d,CHAR2_en,CHAR2_es,CHAR2__l,CHAR2_n_,CHAR2_os,CHAR2_er,CHAR2__a,CHAR2__c,CHAR2_la,CHAR2__p,CHAR2__s,CHAR2_ue,CHAR2_ra,CHAR2_re,CHAR2_ar,CHAR2_co,CHAR2_qu,CHAR2_l_,CHAR2_nt,CHAR2_as,CHAR2_el,CHAR2_an,CHAR2_te,CHAR2_r_,CHAR2_ci,CHAR2_on,CHAR2__m,CHAR2_lo,CHAR2_ta,CHAR2__q,CHAR2_or,CHAR2_st,CHAR2_do,CHAR2_ad,CHAR2_ca,CHAR2_no,CHAR2_ro,CHAR2_to,CHAR2_al,CHAR2_se,CHAR2_ic,CHAR2_un,CHAR2_si,CHAR2_in,CHAR2_y_,CHAR2_da,CHAR2_na,CHAR2_ri,CHAR2__h,CHAR2__y,CHAR2_po,CHAR2__n,CHAR2_me,CHAR2_le,CHAR2_ie,CHAR2_ac,CHAR2_ia,CHAR2_ti,CHAR2__r,CHAR2_pa,CHAR2__t,CHAR2_id,CHAR2_io,CHAR2_di,CHAR2_ma,CHAR2_tr,CHAR2__u,CHAR2_mo,CHAR2_pr,CHAR2_nd,CHAR2_li,CHAR2_ec,CHAR2__i,CHAR2_om,CHAR2_su,CHAR2_am,CHAR2_sa,CHAR2_ió,CHAR2_ha,CHAR2_so,CHAR2_mi,CHAR2_is,CHAR2_ón,CHAR2_ab,CHAR2_nc,CHAR2_ne,CHAR2_ni,CHAR2_pe,CHAR2_ce,CHAR2__v,CHAR2_cu,CHAR2__f,CHAR2_ve,CHAR2__o,CHAR2_ía,CHAR2_ol,CHAR2_it,CHAR2_em,CHAR2_vi,CHAR2_at,CHAR2_rt,CHAR2_us,CHAR2_ed,CHAR2__g,CHAR2_ir,CHAR2_mp,CHAR2_rr,CHAR2_br,CHAR2_il,CHAR2_ba,CHAR2_tu,CHAR2_gu,CHAR2_ll,CHAR2_im,CHAR2_bl,CHAR2_oc,CHAR2_va,CHAR2_ui,CHAR2_ho,CHAR2_pu,CHAR2_s</s>,CHAR2_ur,CHAR2_ig,CHAR2_ga,CHAR2_o</s>,CHAR2_ch,CHAR2_ns,CHAR2_ua,CHAR2_u_,CHAR2__b,CHAR2_od,CHAR2_bi,CHAR2_mb,CHAR2_i_,CHAR2_et,CHAR2_iv,CHAR2_d_,CHAR2_fi,CHAR2_ct,CHAR2_a</s>,CHAR2_eg,CHAR2_be,CHAR2_sp,CHAR2_gr,CHAR2_go,CHAR2_má,CHAR2_za,CHAR2_ob,CHAR2_<s>e,CHAR2_ex,CHAR2_uc,CHAR2__j,CHAR2_ás,CHAR2_ó_,CHAR2_ea,CHAR2_mu,CHAR2_rd,CHAR2_ud,CHAR2_ep,CHAR2_ot,CHAR2_<s>l,CHAR2_sc,CHAR2_ap,CHAR2_rm,CHAR2_jo,CHAR2_ul,CHAR2_lu,CHAR2_ib,CHAR2_ge,CHAR2_vo,CHAR2_rí,CHAR2_ev,CHAR2_pl,CHAR2_je,CHAR2_fu,CHAR2_cr,CHAR2_ez,CHAR2_au,CHAR2_fe,CHAR2_pi,CHAR2_nu,CHAR2_ag,CHAR2_gi,CHAR2_ja,CHAR2_xi,CHAR2_he,CHAR2_ej,CHAR2_hi,CHAR2_hu,CHAR2_z_,CHAR2_du,CHAR2_ng,CHAR2_rs,CHAR2_um,CHAR2_lt,CHAR2_eb,CHAR2_ru,CHAR2_ay,CHAR2_ya,CHAR2_rc,CHAR2_sm,CHAR2_fo,CHAR2_í_,CHAR2_az,CHAR2_á_,CHAR2_nf,CHAR2_ño,CHAR2_aj,CHAR2_fr,CHAR2_ut,CHAR2_fa,CHAR2_av,CHAR2_ju,CHAR2_og,CHAR2_e</s>,CHAR2_iz,CHAR2_añ,CHAR2_é_,CHAR2_<s>s,CHAR2_bo,CHAR2_án,CHAR2_rn,CHAR2_rá,CHAR2_op,CHAR2_<s>p,CHAR2_dr,CHAR2_cl,CHAR2_ub,CHAR2_ef,CHAR2_mé,CHAR2_<s>a,CHAR2_rg,CHAR2_tá,CHAR2_if,CHAR2_ué,CHAR2_dí,CHAR2_n</s>,CHAR2_of,CHAR2_lí,CHAR2_és,CHAR2_cc,CHAR2_<s>n,CHAR2_<s>c,CHAR2_bu,CHAR2_lg,CHAR2_cí,CHAR2_ov,CHAR2_zo,CHAR2_ip,CHAR2_eo,CHAR2_rq,CHAR2_sí,CHAR2_af,CHAR2_ís,CHAR2_r</s>,CHAR2_up,CHAR2_oy,CHAR2_<s>d,CHAR2_ah,CHAR2_gn,CHAR2_nz,CHAR2_nv,CHAR2_ña,CHAR2_éx,CHAR2_ié,CHAR2_ít,CHAR2_bí,CHAR2_eñ,CHAR2_xp,CHAR2_lv,CHAR2_fl,CHAR2_uy,CHAR2_aq,CHAR2_én,CHAR2_yo,CHAR2_tó,CHAR2_ij,CHAR2_xt,CHAR2_lm,CHAR2_nq,CHAR2_<s>h,CHAR2_rv,CHAR2_ól,CHAR2_ér,CHAR2_<s>t,CHAR2_uí,CHAR2_aí,CHAR2_<s>y,CHAR2_tl,CHAR2_só,CHAR2_ún,CHAR2_ug,CHAR2_té,CHAR2_tí,CHAR2__é,CHAR2_sd,CHAR2__1,CHAR2_ld,CHAR2_d</s>,CHAR2_úb,CHAR2_pú,CHAR2_uv,CHAR2_mí,CHAR2_lc,CHAR2_ló,CHAR2_uj,CHAR2_l</s>,CHAR2_có,CHAR2_lá,CHAR2_óm,CHAR2_nú,CHAR2_rp,CHAR2_rz,CHAR2_ní,CHAR2_ál,CHAR2_iu,CHAR2_jó,CHAR2_pt,CHAR2_oj,CHAR2_iq,CHAR2_ei,CHAR2_ío,CHAR2_ye,CHAR2__ú,CHAR2_cá,CHAR2_ín,CHAR2_._,CHAR2_oz,CHAR2_ét,CHAR2_nm,CHAR2_sé,CHAR2_<s>m,CHAR2_oh,CHAR2_ré,CHAR2_bs,CHAR2_uo,CHAR2_ró,CHAR2_íc,CHAR2_ós,CHAR2_lp,CHAR2_gl,CHAR2_ár,CHAR2_fí,CHAR2_úm,CHAR2_m_,CHAR2_ví,CHAR2_eq,CHAR2_oa,CHAR2_<s>j,CHAR2_át,CHAR2_ór,CHAR2_zc,CHAR2_ae,CHAR2_xc,CHAR2_él,CHAR2__á,CHAR2_<s>r,CHAR2_zá,CHAR2_<s>q,CHAR2_rb,CHAR2_<s>u,CHAR2_dó,CHAR2_íd,CHAR2_ee,CHAR2_gí,CHAR2_eu,CHAR2_nó,CHAR2_19,CHAR2_pó,CHAR2_úl,CHAR2_uá,CHAR2_zó,CHAR2_lq,CHAR2_ey,CHAR2_h_,CHAR2_0_,CHAR2_gó,CHAR2_uz,CHAR2_lf,CHAR2__z,CHAR2_ác,CHAR2_gú,CHAR2_<s>f,CHAR2_z</s>,CHAR2_rl,CHAR2_sf,CHAR2_óc,CHAR2_ús,CHAR2_ím,CHAR2_íf,CHAR2_oe,CHAR2_aú,CHAR2_ix,CHAR2_sg,CHAR2_t_,CHAR2_sl,CHAR2_dé,CHAR2_rf,CHAR2_yu,CHAR2_áv,CHAR2_dm,CHAR2_íg,CHAR2_ná,CHAR2_xa,CHAR2_óv,CHAR2_vu,CHAR2_tn,CHAR2_nr,CHAR2_rx,CHAR2_óg,CHAR2_ai,CHAR2_mó,CHAR2_c_,CHAR2_96,CHAR2_s.,CHAR2_iñ,CHAR2_pí,CHAR2_ág,CHAR2_xo,CHAR2_ám,CHAR2_x_,CHAR2__w,CHAR2_nn,CHAR2_pá,CHAR2_sú,CHAR2_tú,CHAR2_.s,CHAR2_wo,CHAR2_10,CHAR2_zu,CHAR2_ég,CHAR2_gü,CHAR2__2,CHAR2_ao,CHAR2_í</s>,CHAR2__ó,CHAR2_ls,CHAR2_eó,CHAR2_tz,CHAR2_áf,CHAR2_zt,CHAR2_61,CHAR2_ph,CHAR2_uf,CHAR2_nj,CHAR2_hí,CHAR2_iá,CHAR2_ps,CHAR2_oq,CHAR2_ih,CHAR2_ú_,CHAR2_lé,CHAR2_th,CHAR2_pé,CHAR2_ji,CHAR2_pc,CHAR2_ép,CHAR2_óp,CHAR2_1</s>,CHAR2_oo,CHAR2_éd,CHAR2_wa,CHAR2_ou,CHAR2_00,CHAR2_uh,CHAR2_üe,CHAR2_ux,CHAR2_<s>b,CHAR2_oi,CHAR2_bó,CHAR2_sq,CHAR2_yó,CHAR2_é</s>,CHAR2_ñe,CHAR2_éc,CHAR2_cn,CHAR2_r.,CHAR2_eh,CHAR2_g_,CHAR2_lb,CHAR2_<s>v,CHAR2_oñ,CHAR2_zg,CHAR2_jé,CHAR2_sn,CHAR2_yc,CHAR2_ak,CHAR2_fá,CHAR2_mn,CHAR2_ó</s>,CHAR2__k,CHAR2_ax,CHAR2_né,CHAR2_eí,CHAR2_5_,CHAR2_u.,CHAR2_dq,CHAR2_ki,CHAR2_uñ,CHAR2_hó,CHAR2_cé,CHAR2_fó,CHAR2_b_,CHAR2_.r,CHAR2_oí,CHAR2_c</s>,CHAR2_gm,CHAR2_mú,CHAR2_vé,CHAR2_rj,CHAR2_ód,CHAR2_ke,CHAR2__3,CHAR2_<s>i,CHAR2_ka,CHAR2_9_,CHAR2_nh,CHAR2_áb,CHAR2_út,CHAR2_áz,CHAR2_zq,CHAR2_ds,CHAR2_sw,CHAR2_sh,CHAR2_hé,CHAR2_ox,CHAR2_ss,CHAR2_sv,CHAR2_fé,CHAR2__4,CHAR2_ow,CHAR2_hn,CHAR2__7,CHAR2_úa,CHAR2_ír,CHAR2_m</s>,CHAR2_bj,CHAR2_íp,CHAR2_cú,CHAR2__x,CHAR2_áq,CHAR2_94,CHAR2_íb,CHAR2_y</s>,CHAR2_29,CHAR2_ém,CHAR2_<s>o,CHAR2_7_,CHAR2_zi,CHAR2_1_,CHAR2_l.,CHAR2_gé,CHAR2_8_,CHAR2_rú,CHAR2_xh,CHAR2_f.,CHAR2_úe,CHAR2_<s>á,CHAR2_sk,CHAR2_40,CHAR2_j.,CHAR2__í,CHAR2_ht,CHAR2_35,CHAR2_gá,CHAR2_sá,CHAR2_2_,CHAR2_8</s>,CHAR2_<s>w,CHAR2_já,CHAR2_p_,CHAR2_6_,CHAR2_ót,CHAR2_4</s>,CHAR2_á</s>,CHAR2_o-,CHAR2_i</s>,CHAR2_üí,CHAR2_íz,CHAR2_dy,CHAR2_éf,CHAR2_vá,CHAR2_x-,CHAR2_bd,CHAR2_új,CHAR2_zm,CHAR2_áu,CHAR2_w_,CHAR2_dá,CHAR2_<s>g,CHAR2_xq,CHAR2_kr,CHAR2_bú,CHAR2_18,CHAR2_ts,CHAR2_áx,CHAR2_we,CHAR2_a.,CHAR2_uk,CHAR2_tm,CHAR2_25,CHAR2_óf,CHAR2_áh,CHAR2_i.,CHAR2_bá,CHAR2_ly,CHAR2_p.,CHAR2_ml,CHAR2_k_,CHAR2_m.,CHAR2_úp,CHAR2_ú</s>,CHAR2_vó,CHAR2_7</s>,CHAR2_ii,CHAR2_lh,CHAR2_yú,CHAR2_hc,CHAR2_68,CHAR2_cq,CHAR2_-g,CHAR2_ñi,CHAR2_mc,CHAR2_-c,CHAR2_xó,CHAR2_c.,CHAR2_16,CHAR2_ok,CHAR2_t-,CHAR2_uó,CHAR2_11,CHAR2_ív,CHAR2_ñó,CHAR2_4_,CHAR2_bv,CHAR2_70,CHAR2_92,CHAR2_20,CHAR2_15,CHAR2_d.,CHAR2_t</s>,CHAR2_0</s>,CHAR2_48,CHAR2_ku,CHAR2_ry,CHAR2_ty,CHAR2_23,CHAR2_dv,CHAR2_14,CHAR2_kl,CHAR2_nk,CHAR2_h</s>,CHAR2_dg,CHAR2_50,CHAR2_3_,CHAR2_12,CHAR2_aa,CHAR2_bé,CHAR2_áp,CHAR2_bt,CHAR2_dj,CHAR2_fú,CHAR2_íq,CHAR2_aw,CHAR2_v_,CHAR2_wi,CHAR2_hq,CHAR2__6,CHAR2_sb,CHAR2_hú,CHAR2_cs,CHAR2_yn,CHAR2_b.,CHAR2_tt,CHAR2_xu,CHAR2_dd,CHAR2_íe,CHAR2_pp,CHAR2_69,CHAR2_60,CHAR2_ze,CHAR2__0,CHAR2_lk,CHAR2_<s>6,CHAR2_wu,CHAR2_j_,CHAR2_kw,CHAR2_-a,CHAR2__8,CHAR2_6</s>,CHAR2_xé,CHAR2_dh,CHAR2_éj,CHAR2_07,CHAR2_ln,CHAR2_oé,CHAR2_3</s>,CHAR2_51,CHAR2_2</s>,CHAR2_lz,CHAR2_yá,CHAR2_1o,CHAR2_ck,CHAR2_áñ,CHAR2_íl,CHAR2__5,CHAR2_xl,CHAR2_.8,CHAR2_80,CHAR2_44,CHAR2_pn,CHAR2_-t,CHAR2_yp,CHAR2_45,CHAR2_zr,CHAR2_üi,CHAR2_-v,CHAR2_íj,CHAR2_08,CHAR2_xx,CHAR2_-b,CHAR2_uü,CHAR2_93,CHAR2_34,CHAR2_85,CHAR2_17,CHAR2_.</s>,CHAR2_58,CHAR2_91,CHAR2_v</s>,CHAR2_yi,CHAR2_g</s>,CHAR2_37,CHAR2_eá,CHAR2_fb,CHAR2_úc,CHAR2_ik,CHAR2_aé,CHAR2_óq,CHAR2_30,CHAR2_ñí,CHAR2_ój,CHAR2_úy,CHAR2_éi,CHAR2_s-,CHAR2_1-,CHAR2_<s>x,CHAR2_óx,CHAR2_gt,CHAR2_gh,CHAR2_ys,CHAR2_x</s>,CHAR2_zp,CHAR2_év,CHAR2_pk,CHAR2_a-,CHAR2_úñ,CHAR2_-e,CHAR2_-o,CHAR2_31,CHAR2_83,CHAR2_ew,CHAR2_xm,CHAR2_ms,CHAR2_my,"CHAR2_,5",CHAR2_5</s>,"CHAR2_,0",CHAR2_f_,CHAR2_dz,"CHAR2_0,",CHAR2_lr,"CHAR2_5,",CHAR2_bm,CHAR2_86,CHAR2_87,CHAR2_ób,CHAR2_ñé,CHAR2_tp,CHAR2_36,CHAR2_úr,CHAR2_éq,CHAR2_éu,CHAR2_éñ,CHAR2_55,CHAR2_ym,CHAR2_yv,CHAR2_26,CHAR2_xv,CHAR2_v.,CHAR2_áj,CHAR2_13,CHAR2_sr,CHAR2_-h,CHAR2_65,CHAR2_43,CHAR2_54,CHAR2_52,CHAR2_hs,CHAR2_g.,CHAR2_ko,CHAR2_05,CHAR2_24,CHAR2_.p,CHAR2_.u,CHAR2_-f,CHAR2_41,CHAR2_nl
1a,3.39978154,2.744401966,3.208629164,2.06171491,1.856908793,2.102676133,2.007099945,1.515565265,1.788640087,1.966138722,1.638448935,1.734025123,1.583833971,1.09229929,1.187875478,1.447296559,1.242490442,1.037684326,0.914800655,0.996723102,0.914800655,0.819224468,0.942108138,0.873839432,0.84653195,0.901146914,1.037684326,0.791916985,1.228836701,0.983069361,0.641725833,1.051338067,0.928454397,0.696340797,0.84653195,0.819224468,0.587110868,0.832878209,0.873839432,0.737302021,0.72364828,0.791916985,0.873839432,0.518842163,0.436919716,0.546149645,0.559803386,0.901146914,0.60076461,0.409612234,0.641725833,0.450573457,0.450573457,0.669033315,0.628072092,0.655379574,0.395958493,0.641725833,0.491534681,0.491534681,0.314036046,0.655379574,0.532495904,0.532495904,0.505188422,0.300382305,0.450573457,0.273074823,0.491534681,0.477880939,0.436919716,0.314036046,0.354997269,0.382304752,0.300382305,0.314036046,0.327689787,0.505188422,0.341343528,0.518842163,0.204806117,0.327689787,0.423265975,0.409612234,0.286728564,0.436919716,0.286728564,0.218459858,0.450573457,0.327689787,0.354997269,0.314036046,0.314036046,0.382304752,0.286728564,0.273074823,0.12288367,0.218459858,0.259421081,0.150191152,0.232113599,0.341343528,0.24576734,0.191152376,0.136537411,0.204806117,0.232113599,0.286728564,0.150191152,0.300382305,0.177498635,0.191152376,0.24576734,0.150191152,0.177498635,0.177498635,0.232113599,0.163844894,0.163844894,0.136537411,0.24576734,0.218459858,0.095576188,0.054614965,0.218459858,0.163844894,0.163844894,0.109229929,0.136537411,0.163844894,0.204806117,0.150191152,0.136537411,0.136537411,0.150191152,0.150191152,0.150191152,0.068268706,0.095576188,0.095576188,0.027307482,0.109229929,0.081922447,0.24576734,0.163844894,0.095576188,0.136537411,0.150191152,0.177498635,0.204806117,0.163844894,0.068268706,0.068268706,0.177498635,0.191152376,0.068268706,0.314036046,0.150191152,0.12288367,0.081922447,0.109229929,0.232113599,0.068268706,0.095576188,0.136537411,0.081922447,0.150191152,0.081922447,0.163844894,0.081922447,0.150191152,0.027307482,0.095576188,0.150191152,0.204806117,0.054614965,0.12288367,0.12288367,0.081922447,0.054614965,0.068268706,0.027307482,0.081922447,0.054614965,0.027307482,0.109229929,0.013653741,0.081922447,0.068268706,0.095576188,0.081922447,0.36865101,0.109229929,0.040961223,0.109229929,0,0.081922447,0.068268706,0.054614965,0.095576188,0.027307482,0.068268706,0.068268706,0.095576188,0.054614965,0.040961223,0.068268706,0.081922447,0.068268706,0.013653741,0.095576188,0.040961223,0.109229929,0.040961223,0.027307482,0.040961223,0.027307482,0.054614965,0.109229929,0.081922447,0.027307482,0.013653741,0.109229929,0.013653741,0.068268706,0.013653741,0.054614965,0.081922447,0.068268706,0.068268706,0.054614965,0.027307482,0.040961223,0.218459858,0.013653741,0.068268706,0.232113599,0.054614965,0.054614965,0.054614965,0,0.081922447,0.054614965,0.081922447,0,0.095576188,0.068268706,0.027307482,0.068268706,0.095576188,0.054614965,0.054614965,0.027307482,0.040961223,0.054614965,0.068268706,0.013653741,0.136537411,0.027307482,0.013653741,0.081922447,0,0.040961223,0.054614965,0.054614965,0.013653741,0.013653741,0.027307482,0.013653741,0,0.150191152,0.027307482,0.054614965,0.068268706,0.027307482,0,0,0.027307482,0.013653741,0.027307482,0.027307482,0,0.013653741,0.013653741,0.068268706,0.013653741,0.054614965,0.013653741,0.068268706,0.013653741,0.081922447,0.013653741,0.027307482,0.054614965,0.013653741,0,0.027307482,0.027307482,0.013653741,0,0.040961223,0,0.013653741,0.040961223,0,0.054614965,0.054614965,0.068268706,0.027307482,0,0,0.013653741,0,0.027307482,0.027307482,0.040961223,0.040961223,0,0.013653741,0.040961223,0.040961223,0.013653741,0,0.013653741,0.013653741,0.013653741,0,0,0,0.027307482,0.013653741,0,0.027307482,0.027307482,0.013653741,0.013653741,0,0,0.027307482,0.013653741,0.013653741,0.027307482,0,0,0,0.013653741,0,0.013653741,0,0.013653741,0,0,0.013653741,0,0.040961223,0.013653741,0,0.013653741,0,0,0.054614965,0,0,0,0,0.013653741,0,0.013653741,0.054614965,0.054614965,0,0,0,0.027307482,0.027307482,0.027307482,0.013653741,0.013653741,0.013653741,0.013653741,0,0.013653741,0,0.013653741,0.013653741,0.013653741,0.013653741,0.013653741,0.013653741,0.013653741,0.013653741,0,0.013653741,0,0.013653741,0,0.013653741,0.013653741,0.013653741,0,0.027307482,0,0,0.040961223,0.013653741,0,0,0,0,0,0,0,0,0,0,0.027307482,0,0.013653741,0,0,0.027307482,0,0,0,0,0,0,0,0,0.013653741,0,0,0.013653741,0,0,0,0,0,0,0.013653741,0,0,0,0.027307482,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0,0.013653741,0,0,0.013653741,0,0.013653741,0,0,0,0,0.013653741,0,0,0,0,0,0,0.013653741,0,0.027307482,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0.013653741,0.013653741,0.013653741,0.013653741,0,0,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0,0.013653741,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0,0,0,0,0.013653741,0,0,0.013653741,0,0.013653741,0,0,0,0,0,0.013653741,0,0.013653741,0,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027307482,0,0,0,0,0,0,0,0,0,0,0.027307482,0,0,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0,0.027307482,0.027307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013653741,0,0,0,0.013653741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013653741,0.013653741,0.013653741,0.013653741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b,2.855494664,3.22084415,3.047783867,2.61513316,1.874819729,1.874819729,1.749831747,1.653687145,1.682530526,1.836361888,1.567157004,1.499855783,1.124891837,1.432554562,1.124891837,1.211421979,1.249879819,1.259494279,0.932602634,0.894144794,1.30756658,0.999903855,0.951831555,0.903759254,0.884530334,0.913373714,1.240265359,1.009518316,0.942217095,0.971060475,0.749927892,0.605710989,0.807614652,1.028747236,0.999903855,0.567253149,0.66339775,0.855686953,0.596096529,0.63455437,0.740313431,0.721084511,0.557638689,0.586482069,0.701855591,0.451879627,0.567253149,0.519180848,0.548024228,0.586482069,0.432650707,0.528795308,0.749927892,0.471108547,0.788385732,0.374963946,0.461494087,0.499951928,0.442265167,0.528795308,0.528795308,0.432650707,0.317277185,0.288433804,0.432650707,0.451879627,0.394192866,0.615325449,0.374963946,0.471108547,0.259590424,0.596096529,0.480723007,0.384578406,0.230747044,0.519180848,0.461494087,0.259590424,0.317277185,0.278819344,0.230747044,0.346120565,0.240361504,0.249975964,0.201903663,0.221132583,0.346120565,0.307662725,0.259590424,0.163445823,0.307662725,0.173060283,0.249975964,0.259590424,0.259590424,0.298048265,0.288433804,0.307662725,0.249975964,0.249975964,0.336506105,0.384578406,0.163445823,0.298048265,0.153831362,0.173060283,0.192289203,0.192289203,0.192289203,0.230747044,0.134602442,0.346120565,0.144216902,0.192289203,0.115373522,0.230747044,0.230747044,0.124987982,0.211518123,0.134602442,0.144216902,0.211518123,0.182674743,0.278819344,0.326891645,0.201903663,0.115373522,0.240361504,0.346120565,0.124987982,0.173060283,0.201903663,0.230747044,0.134602442,0.124987982,0.173060283,0.134602442,0.163445823,0.086530141,0.057686761,0.307662725,0.144216902,0.221132583,0.086530141,0.192289203,0.067301221,0.163445823,0.115373522,0.096144601,0.096144601,0.115373522,0.144216902,0.076915681,0.144216902,0.153831362,0.173060283,0.105759062,0.182674743,0.249975964,0.086530141,0.144216902,0.086530141,0.163445823,0.173060283,0.105759062,0.336506105,0.096144601,0.105759062,0.269204884,0.086530141,0.182674743,0.124987982,0.096144601,0.076915681,0.01922892,0.038457841,0.124987982,0.173060283,0.057686761,0.057686761,0.076915681,0.105759062,0.048072301,0.124987982,0.355735025,0.096144601,0.240361504,0.02884338,0.076915681,0.057686761,0.249975964,0.076915681,0.096144601,0.086530141,0.076915681,0.02884338,0.249975964,0.105759062,0.076915681,0.02884338,0.038457841,0.076915681,0.086530141,0.067301221,0.057686761,0.02884338,0.182674743,0.02884338,0.086530141,0.105759062,0.221132583,0.057686761,0.057686761,0.173060283,0.076915681,0.02884338,0.067301221,0.086530141,0.067301221,0.038457841,0.086530141,0.067301221,0.067301221,0.153831362,0.086530141,0.048072301,0.038457841,0.067301221,0.038457841,0.057686761,0.038457841,0.086530141,0.153831362,0.048072301,0.01922892,0.067301221,0.02884338,0.048072301,0.048072301,0.048072301,0.02884338,0.057686761,0.163445823,0.01922892,0.105759062,0.048072301,0.01922892,0.038457841,0.038457841,0.096144601,0.048072301,0.067301221,0.048072301,0.02884338,0.048072301,0,0.01922892,0.076915681,0.02884338,0.038457841,0.01922892,0.02884338,0.057686761,0.01922892,0.038457841,0.02884338,0.01922892,0.038457841,0.01922892,0.076915681,0.02884338,0.038457841,0.01922892,0.00961446,0.02884338,0.02884338,0.01922892,0.00961446,0.067301221,0.01922892,0.01922892,0.02884338,0.01922892,0.048072301,0.02884338,0.02884338,0.067301221,0.01922892,0.01922892,0.01922892,0.038457841,0.038457841,0.02884338,0.00961446,0.00961446,0,0.02884338,0.01922892,0.02884338,0,0.00961446,0.01922892,0.00961446,0.00961446,0.02884338,0.01922892,0.057686761,0.057686761,0.048072301,0,0.01922892,0.00961446,0.02884338,0,0.057686761,0.00961446,0.038457841,0.00961446,0.00961446,0.00961446,0.01922892,0.00961446,0.048072301,0.048072301,0.00961446,0.038457841,0.038457841,0.02884338,0.01922892,0.02884338,0.00961446,0.01922892,0.038457841,0,0.00961446,0.00961446,0.01922892,0.02884338,0.01922892,0.00961446,0.038457841,0.00961446,0.00961446,0.01922892,0.00961446,0,0.00961446,0.01922892,0.01922892,0.01922892,0,0,0.00961446,0.01922892,0.00961446,0,0.00961446,0.00961446,0.00961446,0.086530141,0,0.00961446,0.02884338,0.00961446,0,0.01922892,0.01922892,0.01922892,0.00961446,0.00961446,0.01922892,0,0.00961446,0.00961446,0,0,0,0.00961446,0,0,0.00961446,0.00961446,0,0.00961446,0,0.01922892,0.01922892,0.00961446,0,0.02884338,0.048072301,0.02884338,0.00961446,0,0.02884338,0,0.00961446,0,0,0,0,0,0.01922892,0.00961446,0,0.00961446,0.00961446,0.00961446,0,0.02884338,0.01922892,0.038457841,0,0,0.048072301,0,0.00961446,0,0.01922892,0,0,0,0.096144601,0,0,0,0,0.00961446,0,0,0.00961446,0,0.01922892,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0.00961446,0.02884338,0,0,0,0,0,0.00961446,0,0,0,0,0.00961446,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0.00961446,0.02884338,0,0,0,0.01922892,0.00961446,0.00961446,0.00961446,0,0,0,0,0,0,0,0.00961446,0,0,0.00961446,0.00961446,0,0,0,0,0,0,0,0.00961446,0,0,0,0.02884338,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02884338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0.00961446,0,0,0,0,0,0.01922892,0,0,0,0,0,0,0,0,0,0.01922892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961446,0.00961446,0.00961446,0.00961446,0.00961446,0.00961446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
