doc_id,POSBEG_<s>::d,POSBEG_<s>::c,POSBEG_<s>::r,POSBEG_<s>::p,POSBEG_<s>::v,POSBEG_<s>::s,POSBEG_<s>::n,POSBEG_<s>::z,POSBEG_<s>::a,POSBEG_<s>::i
231,0.406504065041,0.20325203252,0.406504065041,0.20325203252,0.20325203252,0.609756097561,0.10162601626,0,0,0
232,0.744416873449,0.372208436725,0.558312655087,0.31017369727,0.31017369727,0.372208436725,0,0,0,0
233,1.04166666667,0.245098039216,0.612745098039,0.122549019608,0.245098039216,0.490196078431,0.122549019608,0.122549019608,0,0
234,0.655307994758,1.31061598952,0.262123197903,0.393184796855,0.524246395806,0,0.131061598952,0,0.131061598952,0
235,0.910125142207,0.910125142207,0.910125142207,0.910125142207,0.113765642776,0.113765642776,0.227531285552,0,0,0
236,0.763358778626,0.449034575662,0.35922766053,0.0898069151325,0.224517287831,0.404131118096,0.134710372699,0.134710372699,0,0
237,0.578592092575,0.482160077146,0.482160077146,0.192864030858,0.192864030858,0.385728061716,0,0,0,0
238,0.398478536497,0.778844412244,1.35844955624,1.50335084224,1.21354827024,0.543379822496,0.579605143996,0,0.0905633037493,0.126788625249
239,0.489875898106,0.816459830176,0.489875898106,0.620509470934,0.293925538863,0.244937949053,0.114304376225,0,0,0.0653167864141
